0 0 +2.744434246094877e-06
0 1 +2.518061584101027e-06
0 2 +1.759486087349929e-06
0 3 +9.970876191013776e-07
0 4 +3.824133190986796e-06
0 5 +2.975115378597332e-05
0 6 +1.699285851675448e-04
0 7 +6.720788024534639e-04
0 8 +1.792832060948163e-03
0 9 +3.200655253796644e-03
0 10 +3.816618683189747e-03
0 11 +3.032150111960852e-03
0 12 +1.590229109988915e-03
0 13 +5.326214926640671e-04
0 14 +9.904354320939544e-05
0 15 +9.357929797648389e-06
0 16 +9.904354320939544e-05
0 17 +5.326214926640671e-04
0 18 +1.590229109988915e-03
0 19 +3.032150111960852e-03
0 20 +3.816618683189747e-03
0 21 +3.200655253796644e-03
0 22 +1.792832060948163e-03
0 23 +6.720788024534639e-04
0 24 +1.699285851675448e-04
0 25 +2.975115378597332e-05
0 26 +3.824133190986796e-06
0 27 +9.970876191013776e-07
0 28 +1.759486087349929e-06
0 29 +2.518061584101027e-06
0 30 +2.744434246094877e-06
1 0 +1.653567652207974e-06
1 1 +2.080019415431434e-06
1 2 +2.256392327443844e-06
1 3 +2.353042222660531e-06
1 4 +4.658691276947686e-06
1 5 +2.435782462200616e-05
1 6 +1.490972431055931e-04
1 7 +6.377284017517769e-04
1 8 +1.771582235157512e-03
1 9 +3.225933640796166e-03
1 10 +3.906803557194595e-03
1 11 +3.197308254883010e-03
1 12 +1.817291725241250e-03
1 13 +7.630389801230493e-04
1 14 +2.807603469492349e-04
1 15 +1.608446672699473e-04
1 16 +2.807603469492349e-04
1 17 +7.630389801230493e-04
1 18 +1.817291725241250e-03
1 19 +3.197308254883010e-03
1 20 +3.906803557194595e-03
1 21 +3.225933640796166e-03
1 22 +1.771582235157512e-03
1 23 +6.377284017517769e-04
1 24 +1.490972431055931e-04
1 25 +2.435782462200616e-05
1 26 +4.658691276947686e-06
1 27 +2.353042222660531e-06
1 28 +2.256392327443844e-06
1 29 +2.080019415431434e-06
1 30 +1.653567652207974e-06
2 0 +4.903222446513287e-07
2 1 +1.470523991761591e-06
2 2 +2.270477656555739e-06
2 3 +1.893286577894258e-06
2 4 +8.875040369628528e-07
2 5 +1.382699095923903e-05
2 6 +1.323259508158545e-04
2 7 +6.252257214541712e-04
2 8 +1.780184015590029e-03
2 9 +3.259559977840245e-03
2 10 +3.952100806252818e-03
2 11 +3.252471803511440e-03
2 12 +1.899491987795393e-03
2 13 +8.762282695816127e-04
2 14 +4.087748017613867e-04
2 15 +2.912636182938809e-04
2 16 +4.087748017613867e-04
2 17 +8.762282695816127e-04
2 18 +1.899491987795393e-03
2 19 +3.252471803511440e-03
2 20 +3.952100806252818e-03
2 21 +3.259559977840245e-03
2 22 +1.780184015590029e-03
2 23 +6.252257214541712e-04
2 24 +1.323259508158545e-04
2 25 +1.382699095923903e-05
2 26 +8.875040369628528e-07
2 27 +1.893286577894258e-06
2 28 +2.270477656555739e-06
2 29 +1.470523991761591e-06
2 30 +4.903222446513287e-07
3 0 +2.525077324128639e-07
3 1 +1.411976960236152e-06
3 2 +2.585027402357342e-06
3 3 +2.455329005085701e-06
3 4 +1.524299827202244e-06
3 5 +1.730855351620528e-05
3 6 +1.485538901683144e-04
3 7 +6.672169413806638e-04
3 8 +1.845851704536038e-03
3 9 +3.314019707590146e-03
3 10 +3.938097395997995e-03
3 11 +3.137337133297499e-03
3 12 +1.714725940474006e-03
3 13 +6.894032775764756e-04
3 14 +2.562722332523367e-04
3 15 +1.572414788470460e-04
3 16 +2.562722332523367e-04
3 17 +6.894032775764756e-04
3 18 +1.714725940474006e-03
3 19 +3.137337133297499e-03
3 20 +3.938097395997995e-03
3 21 +3.314019707590146e-03
3 22 +1.845851704536038e-03
3 23 +6.672169413806638e-04
3 24 +1.485538901683144e-04
3 25 +1.730855351620528e-05
3 26 +1.524299827202244e-06
3 27 +2.455329005085701e-06
3 28 +2.585027402357342e-06
3 29 +1.411976960236152e-06
3 30 +2.525077324128639e-07
4 0 +1.226989384095427e-06
4 1 +2.143934503008343e-06
4 2 +3.419052137664231e-06
4 3 +5.044497070280032e-06
4 4 +1.019883325351201e-05
4 5 +4.134677767967157e-05
4 6 +2.024165951452637e-04
4 7 +7.595561633249549e-04
4 8 +1.957907998196094e-03
4 9 +3.390836776047649e-03
4 10 +3.907691866900613e-03
4 11 +2.958824680334640e-03
4 12 +1.433416637054468e-03
4 13 +4.183160198044826e-04
4 14 +6.825032672642671e-05
4 15 +1.565122491813854e-05
4 16 +6.825032672642671e-05
4 17 +4.183160198044826e-04
4 18 +1.433416637054468e-03
4 19 +2.958824680334640e-03
4 20 +3.907691866900613e-03
4 21 +3.390836776047649e-03
4 22 +1.957907998196094e-03
4 23 +7.595561633249549e-04
4 24 +2.024165951452637e-04
4 25 +4.134677767967157e-05
4 26 +1.019883325351201e-05
4 27 +5.044497070280032e-06
4 28 +3.419052137664231e-06
4 29 +2.143934503008343e-06
4 30 +1.226989384095427e-06
5 0 +2.307317576927403e-06
5 1 +2.716699175289595e-06
5 2 +3.392503181823541e-06
5 3 +5.499844452398325e-06
5 4 +1.535221942328690e-05
5 5 +6.146497948927013e-05
5 6 +2.527173255797678e-04
5 7 +8.466746072201876e-04
5 8 +2.063200871238251e-03
5 9 +3.474385548526664e-03
5 10 +3.926889486415615e-03
5 11 +2.892497988275950e-03
5 12 +1.312540781600459e-03
5 13 +3.136255923160151e-04
5 14 +2.172446734687579e-05
5 15 +7.019738683128956e-09
5 16 +2.172446734687579e-05
5 17 +3.136255923160151e-04
5 18 +1.312540781600459e-03
5 19 +2.892497988275950e-03
5 20 +3.926889486415615e-03
5 21 +3.474385548526664e-03
5 22 +2.063200871238251e-03
5 23 +8.466746072201876e-04
5 24 +2.527173255797678e-04
5 25 +6.146497948927013e-05
5 26 +1.535221942328690e-05
5 27 +5.499844452398325e-06
5 28 +3.392503181823541e-06
5 29 +2.716699175289595e-06
5 30 +2.307317576927403e-06
6 0 +2.373332825254899e-06
6 1 +2.321653560233388e-06
6 2 +1.822958685202512e-06
6 3 +1.998034295855592e-06
6 4 +1.070244688479249e-05
6 5 +6.062668963464542e-05
6 6 +2.637758074029551e-04
6 7 +8.732926224204041e-04
6 8 +2.104254493353289e-03
6 9 +3.536589556516121e-03
6 10 +4.022793689595565e-03
6 11 +3.021560454986797e-03
6 12 +1.452268740872702e-03
6 13 +4.229684890191378e-04
6 14 +7.183483566560646e-05
6 15 +1.825194993036989e-05
6 16 +7.183483566560646e-05
6 17 +4.229684890191378e-04
6 18 +1.452268740872702e-03
6 19 +3.021560454986797e-03
6 20 +4.022793689595565e-03
6 21 +3.536589556516121e-03
6 22 +2.104254493353289e-03
6 23 +8.732926224204041e-04
6 24 +2.637758074029551e-04
6 25 +6.062668963464542e-05
6 26 +1.070244688479249e-05
6 27 +1.998034295855592e-06
6 28 +1.822958685202512e-06
6 29 +2.321653560233388e-06
6 30 +2.373332825254899e-06
7 0 +1.587195130150310e-06
7 1 +1.713658780206171e-06
7 2 +9.411594223291881e-07
7 3 +6.776789721331578e-08
7 4 +6.860825504386979e-06
7 5 +5.146201467104523e-05
7 6 +2.396166831456199e-04
7 7 +8.264643309087650e-04
7 8 +2.056438818405584e-03
7 9 +3.549963363240440e-03
7 10 +4.156944303260867e-03
7 11 +3.275907813144717e-03
7 12 +1.756915148324869e-03
7 13 +6.844759133332523e-04
7 14 +2.464153674380294e-04
7 15 +1.495346760772398e-04
7 16 +2.464153674380294e-04
7 17 +6.844759133332523e-04
7 18 +1.756915148324869e-03
7 19 +3.275907813144717e-03
7 20 +4.156944303260867e-03
7 21 +3.549963363240440e-03
7 22 +2.056438818405584e-03
7 23 +8.264643309087650e-04
7 24 +2.396166831456199e-04
7 25 +5.146201467104523e-05
7 26 +6.860825504386979e-06
7 27 +6.776789721331578e-08
7 28 +9.411594223291881e-07
7 29 +1.713658780206171e-06
7 30 +1.587195130150310e-06
8 0 +5.842895768532483e-07
8 1 +1.514582924947651e-06
8 2 +1.918239459944766e-06
8 3 +2.478661441644039e-06
8 4 +8.932418369414274e-06
8 5 +4.159804448997610e-05
8 6 +1.917917504088143e-04
8 7 +7.237846411730068e-04
8 8 +1.937637574805104e-03
8 9 +3.510202961653063e-03
8 10 +4.266350475238421e-03
8 11 +3.503586015126449e-03
