0.000000 0.093552 0.112454 0.179711
0.010000 0.010819 0.375696 0.409862
0.020000 0.185630 0.475497 0.459045
0.030000 0.085790 0.739999 0.705008
0.040000 0.048823 0.916421 0.983903
0.050000 0.175599 0.738313 0.721993
0.060000 0.133378 0.663194 0.637172
0.070000 0.017070 0.462168 0.432542
0.080000 0.142286 0.159476 0.076606
0.090000 0.175035 0.115659 0.168348
0.100000 0.065532 0.021641 0.099089
0.110000 0.338032 0.193684 0.075735
0.120000 0.501449 0.076071 0.052825
0.130000 0.714484 0.166160 0.260115
0.140000 1.044950 0.140046 0.113768
0.150000 0.761459 0.150199 0.091245
0.160000 0.580124 0.124991 0.148302
0.170000 0.366523 0.034990 0.015023
0.180000 0.086310 0.050342 0.193373
0.190000 0.183720 0.008756 0.065295
0.200000 0.148604 0.101561 0.106499
0.210000 0.129528 0.124659 0.194451
0.220000 0.111310 0.055354 0.137575
0.230000 0.240304 0.379149 0.310891
0.240000 0.197671 0.570959 0.479726
0.250000 0.026784 0.927620 0.902845
0.260000 0.133537 0.837585 0.858621
0.270000 0.043651 1.314035 1.465999
0.280000 0.198483 1.147673 1.166429
0.290000 0.127190 0.826202 0.748380
0.300000 0.131359 0.899580 0.940880
0.310000 0.119633 0.853252 1.219305
0.320000 0.148364 0.947769 0.845000
0.330000 0.319962 0.915448 0.716717
0.340000 0.593264 0.944451 0.787436
0.350000 0.875959 1.011230 0.490365
0.360000 0.856434 0.974125 1.161382
0.370000 1.371431 0.833430 1.640708
0.380000 1.090264 0.974813 1.526268
0.390000 0.783328 0.874536 1.527830
0.400000 0.976016 0.834380 1.833305
0.410000 1.240585 1.281413 1.710859
0.420000 0.735648 0.721365 1.712504
0.430000 0.694313 0.818321 2.118110
0.440000 0.771420 0.895332 2.568452
0.450000 0.464567 0.486208 2.164012
0.460000 1.028716 1.102470 2.585583
0.470000 1.666251 1.619384 2.008516
0.480000 1.482772 1.569979 2.424176
0.490000 1.526710 1.705879 2.563430
0.500000 1.681632 1.801579 2.115234
0.510000 1.648768 1.642538 2.155867
0.520000 1.640045 1.727319 1.835203
0.530000 2.129760 2.166372 2.190385
0.540000 2.538762 2.484445 2.062762
0.550000 2.128357 2.044120 2.186967
0.560000 2.563771 2.594849 2.466537
0.570000 2.091981 2.043196 2.652307
0.580000 2.319331 2.286016 2.363267
0.590000 2.546574 2.428293 2.150611
0.600000 2.241166 2.136176 1.720958
0.610000 2.153191 2.125280 1.762141
0.620000 1.762225 1.700132 1.668114
0.630000 2.302032 2.162618 1.833917
0.640000 1.944317 1.915787 1.659345
0.650000 2.126381 2.070251 1.763199
0.660000 2.405465 2.399447 1.790405
0.670000 2.776870 2.651151 1.777731
0.680000 2.328131 2.327470 1.752451
0.690000 2.142656 2.184793 1.666516
0.700000 1.702775 1.824695 1.739324
0.710000 1.793138 1.759536 1.733953
0.720000 1.280445 1.282639 1.412333
0.730000 1.085254 1.004976 1.001700
0.740000 1.584523 1.442157 1.462368
0.750000 1.033501 1.146581 1.149616
0.760000 1.172442 1.247916 1.239193
0.770000 1.438631 1.435911 1.545370
0.780000 1.802119 1.814190 1.911582
0.790000 1.623176 1.739982 1.722814
0.800000 1.321928 1.461423 1.430906
0.810000 1.073016 1.112029 1.209466
0.820000 1.273442 1.268402 1.137061
0.830000 1.075054 1.157114 1.099937
0.840000 1.377204 1.322320 1.241025
0.850000 1.675064 1.688645 1.833905
0.860000 1.566260 1.594175 1.556601
0.870000 1.487966 1.619798 1.564591
0.880000 1.420821 1.433038 1.360169
0.890000 1.052967 1.016814 0.967521
0.900000 0.731004 0.864763 0.770634
0.910000 0.698500 0.622465 0.677814
0.920000 1.022049 1.009725 0.936713
0.930000 0.981331 0.900933 0.995858
0.940000 1.314244 1.215228 1.250874
0.950000 1.138328 1.243438 1.282548
0.960000 0.817129 0.827435 0.791566
0.970000 0.681887 0.575078 0.606345
0.980000 0.577195 0.553300 0.538145
0.990000 0.212586 0.223119 0.296213
1.000000 0.141721 0.087720 0.002712
